dist;name;north_Y_;east_X_;height;layer;Type;Width;Dam_width;Slope_cleaned;Dam_Slope;SlopeMovWin_cleaned;Dam_SlopeMovWin;Sinuosity_MovWin;Dam_SinuosityMovWin;Sinuosity140;Dam_Sinuosity140;SinuosityCustom;Dam_SinuosityCustom
0;;;;;;No Dam;20;NA;1.876;NA;2.66;NA;1.001;NA;1;NA;1.042;NA
9.838797242;;;;;;No Dam;17;NA;1.876;NA;1.785;NA;1.001;NA;1;NA;1.042;NA
12.94367771;dam1;6983702.292;561757.34;174.341;soknaicedamsurv4;Ice Dam;17;17;1.876;1.876;1.669;1.669;1.001;1.001;1;1;1.042;1.42..
19.83879724;;;;;;No Dam;16;NA;1.876;NA;1.289;NA;1.001;NA;1;NA;1.042;NA
29.81420975;;;;;;No Dam;13;NA;1.694;NA;1.82;NA;1;NA;1;NA;1.042;NA
39.81420975;;;;;;No Dam;14;NA;1.694;NA;1.595;NA;1;NA;1;NA;1.042;NA
49.81420975;;;;;;No Dam;17;NA;0.562;NA;0.564;NA;1;NA;1;NA;1.042;NA
59.81420975;;;;;;No Dam;17;NA;0.562;NA;0.016;NA;1;NA;1;NA;1.042;NA
69.81420975;;;;;;No Dam;19;NA;0.943;NA;0.946;NA;1;NA;1;NA;1.042;NA
79.82624961;;;;;;No Dam;22;NA;0.943;NA;1.158;NA;1.001;NA;1;NA;1.042;NA
89.82624961;;;;;;No Dam;24;NA;0.662;NA;0.666;NA;1.001;NA;1;NA;1.042;NA
99.82624961;;;;;;No Dam;25;NA;0.662;NA;1.636;NA;1.002;NA;1;NA;1.042;NA
109.8262496;;;;;;No Dam;24;NA;2.183;NA;2.196;NA;1.003;NA;1;NA;1.042;NA
119.8262496;;;;;;No Dam;22;NA;2.183;NA;2.137;NA;1.004;NA;1;NA;1.042;NA
119.9684159;dam2;6983679.316;561861.574;173.137;soknaicedamsurv4;Ice Dam;22;22;2.122;2.122;2.137;2.137;1.004;1.004;1;1;1.042;1.42..
129.8262496;;;;;;No Dam;19;NA;2.122;NA;2.135;NA;1.005;NA;1;NA;1.042;NA
139.8611436;;;;;;No Dam;20;NA;1.867;NA;2.227;NA;1.007;NA;1.038;NA;1.042;NA
149.8611436;;;;;;No Dam;18;NA;1.867;NA;1.888;NA;1.009;NA;1.038;NA;1.042;NA
152.083789;dam3;6983678.165;561894.824;172.182;soknaicedamsurv4;Ice Dam;17;17;1.867;1.867;0.997;0.997;1.009;1.009;1.038;1.038;1.042;1.42
159.8611436;;;;;;No Dam;16;NA;2.804;NA;1.519;NA;1.011;NA;1.038;NA;1.042;NA
169.903573;;;;;;No Dam;18;NA;2.804;NA;2.821;NA;1.014;NA;1.038;NA;1.042;NA
174.8729145;dam4;6983678.34;561918.646;171.917;soknaicedamsurv4;Ice Dam;16;16;2.804;2.804;2.123;2.123;1.015;1.015;1.038;1.038;1.042;1.42
179.903573;;;;;;No Dam;16;NA;1.853;NA;2.208;NA;1.019;NA;1.038;NA;1.042;NA
188.5319525;dam5;6983679.992;561932.217;171.632;soknaicedamsurv4;Ice Dam;16;16;1.853;1.853;3.034;3.034;1.024;1.024;1.038;1.038;1.042;1.42
189.903573;;;;;;No Dam;16;NA;1.853;NA;1.855;NA;1.025;NA;1.038;NA;1.042;NA
199.9488959;;;;;;No Dam;17;NA;1.555;NA;2.467;NA;1.035;NA;1.038;NA;1.042;NA
207.3004058;dam6;6983682.209;561951.833;171.268;soknaicedamsurv4;Ice Dam;17;17;1.555;1.555;1.316;1.316;1.039;1.039;1.038;1.038;1.042;1.42
209.9488959;;;;;;No Dam;18;NA;1.555;NA;1.65;NA;1.04;NA;1.038;NA;1.042;NA
214.9276947;soknadam2;6983683.884;561959.272;170.927;soknaicedamsurv4;Ice Dam;16;16;1.555;1.555;1.36;1.36;1.043;1.043;1.038;1.038;1.042;1.42
219.9488959;;;;;;No Dam;17;NA;1.781;NA;1.356;NA;1.043;NA;1.038;NA;1.042;NA
229.6062569;dam8;6983687.16;561974.364;170.716;soknaicedamsurv4;Ice Dam;16;16;1.781;1.781;1.797;1.797;1.04;1.04;1.038;1.038;1.042;1.42
229.9834019;;;;;;No Dam;16;NA;1.781;NA;1.647;NA;1.04;NA;1.038;NA;1.042;NA
236.6717145;dam9;6983689.06;561982.186;170.704;soknaicedamsurv4;Ice Dam;18;18;1.781;1.781;2.274;2.274;1.036;1.036;1.038;1.038;1.042;1.42
240.0229858;;;;;;No Dam;18;NA;1.544;NA;1.663;NA;1.034;NA;1.038;NA;1.042;NA
250.089687;;;;;;No Dam;17;NA;1.544;NA;1.624;NA;1.04;NA;1.038;NA;1.042;NA
260.089687;;;;;;No Dam;19;NA;1.76;NA;1.804;NA;1.043;NA;1.038;NA;1.042;NA
270.1550829;;;;;;No Dam;20;NA;1.76;NA;1.765;NA;1.037;NA;1.038;NA;1.042;NA
270.6258856;dam10;6983708.837;562013.674;169.924;soknaicedamsurv4;Ice Dam;20;20;1.76;1.76;1.518;1.518;1.037;1.037;1.038;1.038;1.042;1.42
280.1550829;;;;;;No Dam;19;NA;0.111;NA;0.865;NA;1.032;NA;1.182;NA;1.315;NA
290.1117918;;;;;;No Dam;22;NA;0.111;NA;0.112;NA;1.024;NA;1.182;NA;1.315;NA
300.1117918;;;;;;No Dam;25;NA;0.112;NA;0.051;NA;1.018;NA;1.182;NA;1.315;NA
310.0480296;;;;;;No Dam;26;NA;0.112;NA;0.111;NA;1.018;NA;1.182;NA;1.315;NA
340.1633279;;;;;;No Dam;18;NA;0.377;NA;0.221;NA;1.022;NA;1.182;NA;1.315;NA
350.1068414;;;;;;No Dam;19;NA;0.377;NA;0.39;NA;1.087;NA;1.182;NA;1.315;NA
360.1011523;;;;;;Ice Dam;19;19;1.509;NA;0.871;NA;1.451;NA;1.182;NA;1.315;NA
360.1068414;;;;;;No Dam;19;NA;1.509;NA;1.471;NA;1.474;NA;1.182;NA;1.315;NA
370.1429515;GPS0001;6983771.43;562074.462;168.57;soknaicedamsurvy;No Dam;17;NA;1.837;1.837;1.685;1.685;1.509;1.509;1.182;1.182;1.315;1.315
380.0369875;;;;;;No Dam;16;NA;1.837;NA;1.685;NA;1.509;NA;1.182;NA;1.315;NA
389.9367334;;;;;;No Dam;15;NA;1.837;NA;2.272;NA;1.539;NA;1.182;NA;1.315;NA
399.7266253;;;;;;No Dam;19;NA;1.425;NA;1.575;NA;1.575;NA;1.182;NA;1.315;NA
409.6612094;;;;;;No Dam;24;NA;1.425;NA;0.989;NA;1.565;NA;1.182;NA;1.315;NA
415.2864188;;;;;;Ice Dam;22;22;5.15;NA;2.908;NA;1.51;NA;1.182;NA;1.315;NA
419.6376275;;;;;;No Dam;18;NA;5.15;NA;5.149;NA;1.464;NA;1.182;NA;1.315;NA
429.6482404;GPS0002;6983776.145;562112.91;168.066;soknaicedamsurvy;No Dam;15;NA;5.15;5.15;5.287;5.287;1.441;1.441;1.182;1.182;1.315;1.315
439.6482404;;;;;;No Dam;14;NA;1.643;NA;4.713;NA;1.422;NA;1.068;NA;1.315;NA
449.7129216;;;;;;No Dam;16;NA;1.643;NA;1.649;NA;1.383;NA;1.068;NA;1.315;NA
459.6541715;;;;;;No Dam;16;NA;0.225;NA;0.019;NA;1.349;NA;1.068;NA;1.434;NA
469.6548292;;;;;;No Dam;24;NA;0.225;NA;0.22;NA;1.267;NA;1.068;NA;1.434;NA
479.6619691;;;;;;No Dam;23;NA;1.028;NA;0.561;NA;1.135;NA;1.068;NA;1.434;NA
489.7141828;;;;;;No Dam;21;NA;1.028;NA;1.071;NA;1.056;NA;1.068;NA;1.434;NA
499.7141828;;;;;;No Dam;24;NA;1.858;NA;1.455;NA;1.062;NA;1.068;NA;1.434;NA
509.7141828;;;;;;No Dam;24;NA;1.858;NA;1.86;NA;1.07;NA;1.068;NA;1.434;NA
519.7141828;;;;;;No Dam;24;NA;1.572;NA;2.356;NA;1.079;NA;1.068;NA;1.434;NA
529.7141828;;;;;;No Dam;22;NA;1.572;NA;1.684;NA;1.074;NA;1.068;NA;1.434;NA
539.7592042;;;;;;No Dam;20;NA;2.231;NA;1.525;NA;1.076;NA;1.068;NA;1.434;NA
549.8141814;;;;;;No Dam;22;NA;2.231;NA;2.132;NA;1.096;NA;1.068;NA;1.434;NA
559.8836782;;;;;;No Dam;22;NA;1.891;NA;1.759;NA;1.114;NA;1.068;NA;1.434;NA
561.8565183;;;;;;Ice Dam;23;23;1.891;NA;1.892;NA;1.124;NA;1.068;NA;1.434;NA
569.8836782;;;;;;No Dam;23;NA;1.896;NA;2.468;NA;1.139;NA;1.078;NA;1.434;NA
579.9649569;dam003;6983676.742;562215.86;164.006;soknaicedamsurvy;No Dam;21;NA;1.896;1.896;2.435;2.435;1.142;1.142;1.078;1.078;1.434;1.434
588.6946261;;;;;;Ice Dam;20;20;1.896;NA;2.141;NA;1.151;NA;1.078;NA;1.434;NA
589.9649569;;;;;;No Dam;20;NA;2.197;NA;1.404;NA;1.155;NA;1.078;NA;1.434;NA
600.0562468;dam004;6983680.661;562243.926;163.639;soknaicedamsurvy;No Dam;19;NA;2.197;2.197;2.16;2.16;1.16;1.16;1.078;1.078;1.434;1.434
610.1320862;;;;;;No Dam;20;NA;2.197;NA;1.954;NA;1.159;NA;1.078;NA;1.434;NA
614.7854026;;;;;;Ice Dam;20;20;0.979;NA;1.408;NA;1.147;NA;1.078;NA;1.434;NA
620.1320862;;;;;;No Dam;21;NA;0.979;NA;0.983;NA;1.129;NA;1.078;NA;1.434;NA
630.1823434;dam005;6983694.079;562270.111;162.991;soknaicedamsurvy;No Dam;22;NA;0.979;0.979;1.538;1.538;1.116;1.116;1.078;1.078;1.434;1.434
640.1823434;;;;;;No Dam;22;NA;0.986;NA;1.407;NA;1.099;NA;1.078;NA;1.434;NA
650.1823434;;;;;;No Dam;25;NA;0.986;NA;0.911;NA;1.078;NA;1.078;NA;1.434;NA
653.9822986;;;;;;Ice Dam;25;25;1.662;NA;0.961;NA;1.056;NA;1.078;NA;1.434;NA
660.2506751;;;;;;No Dam;25;NA;1.662;NA;1.783;NA;1.036;NA;1.078;NA;1.434;NA
670.2506751;dam006;6983723.987;562301.583;161.377;soknaicedamsurvy;No Dam;23;NA;1.662;1.662;1.704;1.704;1.031;1.031;1.078;1.078;1.434;1.434
680.2291655;;;;;;No Dam;22;NA;0.57;NA;1.512;NA;1.023;NA;1.078;NA;1.434;NA
690.2291655;;;;;;No Dam;27;NA;0.57;NA;0.409;NA;1.014;NA;1.078;NA;1.434;NA
700.2291655;;;;;;No Dam;31;NA;0.375;NA;0.243;NA;1.009;NA;1.078;NA;1.434;NA
710.2291655;;;;;;No Dam;34;NA;0.375;NA;0.389;NA;1.007;NA;1.078;NA;1.434;NA
720.2291655;;;;;;No Dam;35;NA;0.885;NA;0.534;NA;1.005;NA;1.003;NA;1.434;NA
730.2529529;;;;;;No Dam;35;NA;0.885;NA;0.745;NA;1.004;NA;1.003;NA;1.434;NA
740.2529529;;;;;;No Dam;36;NA;1.11;NA;1.214;NA;1.003;NA;1.003;NA;1.434;NA
750.274396;;;;;;No Dam;35;NA;1.11;NA;1.275;NA;1.003;NA;1.003;NA;1.434;NA
760.274396;;;;;;No Dam;34;NA;2.308;NA;1.805;NA;1.003;NA;1.003;NA;1.434;NA
770.274396;;;;;;No Dam;30;NA;2.308;NA;2.028;NA;1.003;NA;1.003;NA;1.009;NA
780.274396;;;;;;No Dam;26;NA;2.358;NA;1.823;NA;1.003;NA;1.003;NA;1.009;NA
790.2351305;;;;;;No Dam;23;NA;2.358;NA;2.306;NA;1.004;NA;1.003;NA;1.009;NA
796.3131843;;;;;;Ice Dam;22;22;3.814;NA;3.161;NA;1.005;NA;1.003;NA;1.009;NA
800.2351305;;;;;;No Dam;22;NA;3.814;NA;3.863;NA;1.007;NA;1.003;NA;1.009;NA
810.2351305;dam007;6983854.429;562357.751;165.683;soknaicedamsurvy;No Dam;17;NA;3.814;3.814;3.615;3.615;1.009;1.009;1.003;1.003;1.009;1.9
820.2351305;;;;;;No Dam;16;NA;1.16;NA;3.78;NA;1.01;NA;1.003;NA;1.009;NA
830.2036066;;;;;;No Dam;17;NA;1.16;NA;0.674;NA;1.012;NA;1.003;NA;1.009;NA
840.2036066;;;;;;No Dam;17;NA;1.643;NA;0.163;NA;1.012;NA;1.003;NA;1.009;NA
850.1770167;;;;;;No Dam;15;NA;1.643;NA;2.527;NA;1.012;NA;1.003;NA;1.009;NA
853.4784481;;;;;;Ice Dam;15;15;0.785;NA;1.67;NA;1.011;NA;1.002;NA;1.009;NA
860.1535355;;;;;;No Dam;17;NA;0.785;NA;0.226;NA;1.008;NA;1.002;NA;1.009;NA
870.1535355;dam008;6983896.894;562394.228;162.454;soknaicedamsurvy;No Dam;19;NA;0.785;0.785;0.148;0.148;1.007;1.007;1.002;1.002;1.009;1.9
880.1535355;;;;;;No Dam;23;NA;1.069;NA;0.866;NA;1.006;NA;1.002;NA;1.009;NA
890.1535355;;;;;;No Dam;24;NA;1.069;NA;1.144;NA;1.005;NA;1.002;NA;1.009;NA
900.1535355;;;;;;No Dam;26;NA;0.653;NA;0.581;NA;1.004;NA;1.002;NA;1.009;NA
910.1535355;;;;;;No Dam;28;NA;0.653;NA;0.541;NA;1.002;NA;1.002;NA;1.009;NA
920.1535355;;;;;;No Dam;27;NA;1.012;NA;0.835;NA;1.002;NA;1.002;NA;1.009;NA
930.1897885;;;;;;No Dam;27;NA;1.012;NA;1.205;NA;1.001;NA;1.002;NA;1.009;NA
940.1897885;;;;;;No Dam;28;NA;2.016;NA;1.645;NA;1.002;NA;1.002;NA;1.009;NA
950.1897885;;;;;;No Dam;29;NA;2.016;NA;2.159;NA;1.002;NA;1.002;NA;1.009;NA
960.1897885;;;;;;No Dam;30;NA;1.391;NA;1.666;NA;1.001;NA;1.002;NA;1.009;NA
970.1897885;;;;;;No Dam;29;NA;1.391;NA;1.168;NA;1.001;NA;1.002;NA;1.009;NA
980.1897885;;;;;;No Dam;30;NA;1.562;NA;1.328;NA;1.001;NA;1.002;NA;1.009;NA
990.1897885;;;;;;No Dam;29;NA;1.562;NA;1.466;NA;1.001;NA;1.002;NA;1.009;NA
1000.189788;;;;;;No Dam;27;NA;1.766;NA;2.18;NA;1.001;NA;1.002;NA;1.009;NA
1010.189788;;;;;;No Dam;26;NA;1.766;NA;1.539;NA;1.001;NA;1.002;NA;1.009;NA
1020.153188;;;;;;No Dam;26;NA;0.592;NA;0.372;NA;1.002;NA;1.002;NA;1.009;NA
1030.153188;;;;;;No Dam;27;NA;0.592;NA;0.441;NA;1.002;NA;1.002;NA;1.009;NA
1040.153188;;;;;;No Dam;27;NA;0.764;NA;0.646;NA;1.001;NA;1.002;NA;1.009;NA
1050.153188;;;;;;No Dam;28;NA;0.764;NA;0.614;NA;1.002;NA;1.002;NA;1.075;NA
1060.153188;;;;;;No Dam;31;NA;0.342;NA;0.657;NA;1.002;NA;1.002;NA;1.075;NA
1070.185041;;;;;;No Dam;34;NA;0.342;NA;0.443;NA;1.003;NA;1.002;NA;1.075;NA
1080.184576;;;;;;No Dam;35;NA;0.422;NA;0.574;NA;1.004;NA;1.002;NA;1.075;NA
1090.184576;;;;;;No Dam;33;NA;0.422;NA;0.654;NA;1.005;NA;1.002;NA;1.075;NA
1100.209943;;;;;;No Dam;33;NA;0.799;NA;0.745;NA;1.008;NA;1.002;NA;1.075;NA
1110.209943;;;;;;No Dam;33;NA;0.799;NA;0.716;NA;1.01;NA;1.002;NA;1.075;NA
1120.238485;;;;;;No Dam;34;NA;1.126;NA;1.162;NA;1.011;NA;1.002;NA;1.075;NA
1130.238485;;;;;;No Dam;35;NA;1.126;NA;1.3;NA;1.012;NA;1.002;NA;1.075;NA
1140.262987;;;;;;No Dam;34;NA;1.702;NA;0.917;NA;1.016;NA;1.081;NA;1.075;NA
1150.262987;;;;;;No Dam;32;NA;1.702;NA;1.625;NA;1.058;NA;1.081;NA;1.075;NA
1160.277091;;;;;;No Dam;31;NA;1.288;NA;1.704;NA;1.074;NA;1.081;NA;1.075;NA
1170.277091;;;;;;No Dam;32;NA;1.288;NA;1.515;NA;1.086;NA;1.081;NA;1.075;NA
1180.277091;;;;;;No Dam;34;NA;1.225;NA;1.185;NA;1.09;NA;1.081;NA;1.075;NA
1190.346213;;;;;;No Dam;42;NA;1.225;NA;0.939;NA;1.088;NA;1.081;NA;1.075;NA
1200.362494;;;;;;No Dam;30;NA;0.943;NA;1.156;NA;1.082;NA;1.081;NA;1.075;NA
1210.362494;;;;;;No Dam;26;NA;0.943;NA;1.216;NA;1.077;NA;1.081;NA;1.075;NA
1220.362494;;;;;;No Dam;22;NA;1.261;NA;1.237;NA;1.07;NA;1.081;NA;1.075;NA
1226.511993;;;;;;Ice Dam;21;21;1.261;NA;1.216;NA;1.061;NA;1.081;NA;1.075;NA
1230.361075;;;;;;No Dam;20;NA;1.907;NA;1.235;NA;1.053;NA;1.081;NA;1.261;NA
1240.357532;dam009;6984197.47;562578.492;155.9;soknaicedamsurvy;No Dam;18;NA;1.907;1.907;1.452;1.452;1.049;1.049;1.081;1.081;1.261;1.261
1250.356082;;;;;;No Dam;19;NA;1.907;NA;2.197;NA;1.047;NA;1.081;NA;1.261;NA
1260.358039;;;;;;No Dam;20;NA;1.253;NA;1.75;NA;1.043;NA;1.081;NA;1.261;NA
1270.349041;;;;;;No Dam;20;NA;1.253;NA;0.714;NA;1.057;NA;1.081;NA;1.261;NA
1280.335582;;;;;;No Dam;16;NA;1.88;NA;1.497;NA;1.06;NA;1.105;NA;1.261;NA
1290.311025;;;;;;No Dam;12;NA;1.88;NA;2.144;NA;1.058;NA;1.105;NA;1.261;NA
1300.311025;;;;;;No Dam;12;NA;2.665;NA;2.68;NA;1.058;NA;1.105;NA;1.261;NA
1310.21972;;;;;;No Dam;15;NA;2.665;NA;2.654;NA;1.065;NA;1.105;NA;1.261;NA
1320.246611;;;;;;No Dam;15;NA;2.426;NA;2.423;NA;1.072;NA;1.105;NA;1.261;NA
1330.246611;;;;;;No Dam;17;NA;2.426;NA;2.256;NA;1.088;NA;1.105;NA;1.261;NA
1335.740668;;;;;;Ice Dam;18;18;4.005;NA;2.262;NA;1.112;NA;1.105;NA;1.261;NA
1340.257282;;;;;;No Dam;19;NA;4.005;NA;3.932;NA;1.116;NA;1.105;NA;1.261;NA
1350.257282;dam010;6984303.185;562585.874;151.817;soknaicedamsurvy;No Dam;20;NA;4.005;4.005;3.964;3.964;1.112;1.112;1.105;1.105;1.261;1.261
1354.777777;;;;;;Ice Dam;21;21;2.274;NA;4.188;NA;1.109;NA;1.105;NA;1.261;NA
1360.130385;;;;;;No Dam;20;NA;2.274;NA;2.349;NA;1.102;NA;1.105;NA;1.261;NA
1370.130385;dam011;6984322.961;562593.984;152.686;soknaicedamsurvy;No Dam;19;NA;2.274;2.274;2.632;2.632;1.098;1.098;1.105;1.105;1.261;1.261
1379.984113;;;;;;No Dam;16;NA;2.436;NA;2.775;NA;1.098;NA;1.105;NA;1.261;NA
1389.984113;;;;;;No Dam;18;NA;2.436;NA;2.944;NA;1.094;NA;1.105;NA;1.261;NA
1399.455354;;;;;;Ice Dam;19;19;1.879;NA;1.437;NA;1.081;NA;1.105;NA;1.261;NA
1399.976456;;;;;;No Dam;19;NA;1.879;NA;1.53;NA;1.082;NA;1.105;NA;1.261;NA
1409.976456;dam012;6984343.618;562635.323;152.985;soknaicedamsurvy;No Dam;16;NA;3.453;3.453;2.437;2.437;1.078;1.078;1.004;1.004;1.261;1.261
1419.976456;;;;;;No Dam;26;NA;3.453;NA;2.26;NA;1.077;NA;1.004;NA;1.261;NA
1429.920056;;;;;;No Dam;23;NA;3.453;NA;4.066;NA;1.062;NA;1.004;NA;1.261;NA
1439.920056;;;;;;No Dam;33;NA;0.84;NA;2.397;NA;1.037;NA;1.004;NA;1.261;NA
1449.904406;;;;;;No Dam;35;NA;0.84;NA;0.23;NA;1.018;NA;1.004;NA;1.261;NA
1459.904406;;;;;;No Dam;35;NA;0.076;NA;0.338;NA;1.009;NA;1.004;NA;1.261;NA
1469.904406;;;;;;No Dam;36;NA;0.076;NA;0.387;NA;1.004;NA;1.004;NA;1.261;NA
1479.934532;;;;;;No Dam;37;NA;1.363;NA;1.083;NA;1.004;NA;1.004;NA;1.261;NA
1489.934532;;;;;;No Dam;37;NA;1.363;NA;1.175;NA;1.004;NA;1.004;NA;1.261;NA
1499.934532;;;;;;No Dam;40;NA;0.876;NA;1.238;NA;1.004;NA;1.004;NA;1.261;NA
1509.980068;;;;;;No Dam;40;NA;0.876;NA;0.867;NA;1.004;NA;1.004;NA;1.261;NA
1519.980068;;;;;;No Dam;40;NA;1.236;NA;0.74;NA;1.004;NA;1.004;NA;1.133;NA
1529.980068;;;;;;No Dam;42;NA;1.236;NA;1.111;NA;1.004;NA;1.004;NA;1.133;NA
1540;;;;;;No Dam;41;NA;1.572;NA;1.414;NA;1.003;NA;1.004;NA;1.133;NA
1544.160685;;;;;;Ice Dam;40;40;1.572;NA;1.946;NA;1.003;NA;1.004;NA;1.133;NA
1550;;;;;;No Dam;39;NA;2.079;NA;2.3;NA;1.002;NA;1.002;NA;1.133;NA
1560;dam013;6984382.34;562773.121;149.208;soknaicedamsurvy;No Dam;36;NA;2.079;2.079;2.22;2.22;1.002;1.002;1.002;1.002;1.133;1.133.
1570;;;;;;No Dam;34;NA;2.079;NA;1.984;NA;1.002;NA;1.002;NA;1.133;NA
1580;;;;;;No Dam;31;NA;4.344;NA;3.023;NA;1.001;NA;1.002;NA;1.133;NA
1582.968675;;;;;;Ice Dam;29;29;4.344;NA;3.976;NA;1.001;NA;1.002;NA;1.133;NA
1590;;;;;;No Dam;25;NA;1.289;NA;2.748;NA;1.001;NA;1.002;NA;1.133;NA
1600;dam014;6984374.597;562815.881;148.981;soknaicedamsurvy;No Dam;20;NA;1.289;1.289;3.17;3.17;1.001;1.001;1.002;1.002;1.133;1.133.
1610;;;;;;No Dam;22;NA;1.289;NA;1.161;NA;1.002;NA;1.002;NA;1.133;NA
1620;;;;;;No Dam;24;NA;0.626;NA;1.169;NA;1.002;NA;1.002;NA;1.133;NA
1630;;;;;;No Dam;26;NA;0.626;NA;0.857;NA;1.002;NA;1.002;NA;1.133;NA
1640;;;;;;No Dam;26;NA;1.551;NA;1.097;NA;1.002;NA;1.002;NA;1.133;NA
1650;;;;;;No Dam;25;NA;1.551;NA;1.439;NA;1.001;NA;1.002;NA;1.133;NA
1660;;;;;;No Dam;26;NA;1.785;NA;1.782;NA;1.001;NA;1.002;NA;1.133;NA
1670;;;;;;No Dam;26;NA;1.785;NA;1.832;NA;1.001;NA;1.002;NA;1.133;NA
1674.51385;;;;;;Ice Dam;26;26;2.224;NA;1.824;NA;1.002;NA;1.002;NA;1.133;NA
1680;;;;;;No Dam;25;NA;2.224;NA;3.092;NA;1.003;NA;1.002;NA;1.133;NA
