dist;name;north_Y_;east_X_;height;layer;Type;Width;Dam_width;Slope_cleaned;Dam_Slope;SlopeMovWin_cleaned;Dam_SlopeMovWin;Sinuosity_MovWin;Dam_SinuosityMovWin;Sinuosity140;Dam_Sinuosity140;SinuosityCustom;Dam_SinuosityCustom
7410;;;;;;No Dam;24;NA;2.707;NA;1.876;NA;1.034;NA;1.031;NA;1.048;NA
7420;;;;;;No Dam;25;NA;0.903;NA;1.001;NA;1.038;NA;1.031;NA;1.048;NA
7430;;;;;;No Dam;25;NA;0.903;NA;0.964;NA;1.041;NA;1.031;NA;1.048;NA
7440;;;;;;No Dam;21;NA;2.375;NA;2.363;NA;1.042;NA;1.031;NA;1.048;NA
7440.560855;;;;;;Ice Dam;21;21;2.375;NA;3.287;NA;1.04;NA;1.031;NA;1.048;NA
7450;;;;;;No Dam;21;NA;1.677;NA;1.82;NA;1.037;NA;1.031;NA;1.048;NA
7460;dam20;6989222.822;563798.068;81.192;soknaicedamsurvy;No Dam;23;NA;1.677;1.677;1.819;1.819;1.037;1.037;1.031;1.031;1.048;1.48.
7470;;;;;;No Dam;24;NA;1.677;NA;0.663;NA;1.032;NA;1.031;NA;1.048;NA
7480;;;;;;No Dam;26;NA;0.546;NA;0.61;NA;1.024;NA;1.031;NA;1.048;NA
7490;;;;;;No Dam;27;NA;0.546;NA;0.267;NA;1.016;NA;1.031;NA;1.048;NA
7500;;;;;;No Dam;26;NA;0.187;NA;0.081;NA;1.011;NA;1.031;NA;1.048;NA
7510;;;;;;No Dam;27;NA;0.187;NA;0.093;NA;1.006;NA;1.031;NA;1.029;NA
7520;;;;;;No Dam;34;NA;0.034;NA;0.065;NA;1.005;NA;1.031;NA;1.029;NA
7530;;;;;;No Dam;35;NA;0.034;NA;0.036;NA;1.005;NA;1.031;NA;1.029;NA
7540;;;;;;No Dam;35;NA;0.204;NA;0.211;NA;1.007;NA;1.013;NA;1.029;NA
7550;;;;;;No Dam;35;NA;0.204;NA;0.147;NA;1.008;NA;1.013;NA;1.029;NA
7560;;;;;;No Dam;35;NA;0.115;NA;0.157;NA;1.008;NA;1.013;NA;1.029;NA
7570;;;;;;No Dam;37;NA;0.115;NA;0.256;NA;1.008;NA;1.013;NA;1.029;NA
7580;;;;;;No Dam;36;NA;0.319;NA;0.33;NA;1.01;NA;1.013;NA;1.029;NA
7590;;;;;;No Dam;34;NA;0.319;NA;0.618;NA;1.011;NA;1.013;NA;1.029;NA
7600;;;;;;No Dam;31;NA;0.879;NA;0.615;NA;1.012;NA;1.013;NA;1.029;NA
7606.357371;;;;;;Ice Dam;31;31;0.879;NA;1.344;NA;1.014;NA;1.013;NA;1.029;NA
7610;;;;;;No Dam;30;NA;1.816;NA;1.809;NA;1.014;NA;1.013;NA;1.029;NA
7620;dam19;6989227.612;563964.921;78.758;soknaicedamsurvy;No Dam;27;NA;1.816;1.816;2.207;2.207;1.013;1.013;1.013;1.013;1.029;1.29.
7628.804498;;;;;;Ice Dam;24;24;1.816;NA;2.151;NA;1.013;NA;1.013;NA;1.029;NA
7630;;;;;;No Dam;24;NA;2.56;NA;2.686;NA;1.013;NA;1.013;NA;1.029;NA
7640;dam18;6989237.122;563986.897;78.768;soknaicedamsurvy;No Dam;23;NA;2.56;2.56;2.644;2.644;1.012;1.012;1.013;1.013;1.029;1.29.
7650;;;;;;No Dam;22;NA;2.56;NA;2.889;NA;1.012;NA;1.013;NA;1.029;NA
7660;;;;;;No Dam;24;NA;1.977;NA;2.074;NA;1.011;NA;1.013;NA;1.029;NA
7670;;;;;;No Dam;25;NA;1.977;NA;0.619;NA;1.01;NA;1.013;NA;1.029;NA
7680;;;;;;No Dam;27;NA;0.21;NA;0.201;NA;1.009;NA;1.002;NA;1.029;NA
7690;;;;;;No Dam;29;NA;0.21;NA;0.141;NA;1.008;NA;1.002;NA;1.029;NA
7700;;;;;;No Dam;29;NA;0.022;NA;0.093;NA;1.006;NA;1.002;NA;1.029;NA
7710;;;;;;No Dam;28;NA;0.022;NA;0.111;NA;1.004;NA;1.002;NA;1.029;NA
7720;;;;;;No Dam;30;NA;0.293;NA;0.249;NA;1.003;NA;1.002;NA;1.029;NA
7730;;;;;;No Dam;31;NA;0.293;NA;0.213;NA;1.002;NA;1.002;NA;1.029;NA
7740;;;;;;No Dam;50;NA;0.087;NA;0.033;NA;1.002;NA;1.002;NA;1.029;NA
7750;;;;;;No Dam;49;NA;0.087;NA;0.145;NA;1.002;NA;1.002;NA;1.029;NA
7760;;;;;;No Dam;50;NA;0.291;NA;0.285;NA;1.002;NA;1.002;NA;1.029;NA
7770;;;;;;No Dam;49;NA;0.291;NA;0.313;NA;1.002;NA;1.002;NA;1.029;NA
7780;;;;;;No Dam;46;NA;0.259;NA;0.412;NA;1.002;NA;1.002;NA;1.029;NA
7790;;;;;;No Dam;44;NA;0.259;NA;0.696;NA;1.002;NA;1.002;NA;1.029;NA
7800;;;;;;No Dam;43;NA;1.118;NA;1.019;NA;1.002;NA;1.002;NA;1.029;NA
7810;;;;;;No Dam;42;NA;1.118;NA;0.841;NA;1.002;NA;1.002;NA;1.029;NA
7820;;;;;;No Dam;42;NA;0.567;NA;0.419;NA;1.002;NA;1.002;NA;1.029;NA
7830;;;;;;No Dam;40;NA;0.567;NA;0.771;NA;1.002;NA;1.002;NA;1.029;NA
7840;;;;;;No Dam;41;NA;1.187;NA;1.306;NA;1.002;NA;1.002;NA;1.029;NA
7850;;;;;;No Dam;41;NA;1.187;NA;2.19;NA;1.002;NA;1.002;NA;1.029;NA
7860;;;;;;No Dam;42;NA;2.123;NA;1.971;NA;1.003;NA;1.002;NA;1.029;NA
7861.904803;;;;;;Ice Dam;41;41;2.123;NA;1.276;NA;1.003;NA;1.002;NA;1.029;NA
7870;;;;;;No Dam;39;NA;1.241;NA;1.449;NA;1.002;NA;1.002;NA;1.029;NA
7880;dam17;6989362.31;564186.748;76.551;soknaicedamsurvy;No Dam;37;NA;1.241;1.241;1.198;1.198;1.002;1.002;1.002;1.002;1.029;1.29.
7881.580536;;;;;;Ice Dam;36;36;1.241;NA;1.779;NA;1.002;NA;1.002;NA;1.029;NA
7890;;;;;;No Dam;30;NA;1.622;NA;1.49;NA;1.001;NA;1.002;NA;1.029;NA
7900;dam16;6989376.678;564201.876;76.73;soknaicedamsurvy;No Dam;27;NA;1.622;1.622;1.605;1.605;1.001;1.001;1.002;1.002;1.029;1.29.
7910;;;;;;No Dam;29;NA;1.622;NA;1.448;NA;1;NA;1.002;NA;1.029;NA
7920;;;;;;No Dam;27;NA;2.943;NA;2.536;NA;1;NA;1.002;NA;1.029;NA
7930;;;;;;No Dam;30;NA;2.943;NA;2.214;NA;1;NA;1.002;NA;1.029;NA
7940;;;;;;No Dam;31;NA;1.341;NA;1.897;NA;1;NA;1.002;NA;1.029;NA
7950;;;;;;No Dam;32;NA;1.341;NA;1.519;NA;1;NA;1.002;NA;1.029;NA
7960;;;;;;No Dam;30;NA;1.284;NA;1.249;NA;1;NA;1.002;NA;1.029;NA
7970;;;;;;No Dam;30;NA;1.284;NA;1.054;NA;1;NA;1.002;NA;1.029;NA
7980;;;;;;No Dam;31;NA;0.381;NA;0.454;NA;1;NA;1.002;NA;1.029;NA
7990;;;;;;No Dam;32;NA;0.381;NA;0.63;NA;1;NA;1.002;NA;1.029;NA
8000;;;;;;No Dam;32;NA;0.834;NA;0.784;NA;1.001;NA;1.002;NA;1.029;NA
8010;;;;;;No Dam;32;NA;0.834;NA;0.775;NA;1.001;NA;1.002;NA;1.029;NA
8020;;;;;;No Dam;34;NA;0.722;NA;0.448;NA;1.001;NA;1.002;NA;1.029;NA
8030;;;;;;No Dam;34;NA;0.722;NA;0.431;NA;1.002;NA;1.002;NA;1.029;NA
8040;;;;;;No Dam;34;NA;0.408;NA;0.67;NA;1.002;NA;1.002;NA;1.029;NA
8050;;;;;;No Dam;34;NA;0.408;NA;0.632;NA;1.002;NA;1.002;NA;1.029;NA
8060;;;;;;No Dam;34;NA;0.762;NA;0.659;NA;1.002;NA;1.002;NA;1.029;NA
8070;;;;;;No Dam;37;NA;0.762;NA;0.737;NA;1.001;NA;1.002;NA;1.029;NA
8080;;;;;;No Dam;37;NA;0.733;NA;0.73;NA;1.001;NA;1.002;NA;1.023;NA
8090;;;;;;No Dam;38;NA;0.733;NA;0.808;NA;1.001;NA;1.002;NA;1.023;NA
8100;;;;;;No Dam;38;NA;0.855;NA;0.941;NA;1.001;NA;1.002;NA;1.023;NA
8110;;;;;;No Dam;36;NA;0.855;NA;0.701;NA;1.001;NA;1.002;NA;1.023;NA
8120;;;;;;No Dam;35;NA;0.704;NA;0.71;NA;1.001;NA;1.002;NA;1.023;NA
8130;;;;;;No Dam;34;NA;0.704;NA;0.717;NA;1.001;NA;1.002;NA;1.023;NA
8140;;;;;;No Dam;33;NA;0.826;NA;0.828;NA;1.002;NA;1.002;NA;1.023;NA
8150;;;;;;No Dam;32;NA;0.826;NA;0.889;NA;1.002;NA;1.002;NA;1.023;NA
8160;;;;;;No Dam;32;NA;0.813;NA;0.646;NA;1.002;NA;1.002;NA;1.023;NA
8170;;;;;;No Dam;32;NA;0.813;NA;1.022;NA;1.003;NA;1.002;NA;1.023;NA
8180;;;;;;No Dam;32;NA;0.939;NA;1.112;NA;1.003;NA;1.002;NA;1.023;NA
8190;;;;;;No Dam;33;NA;0.939;NA;0.879;NA;1.003;NA;1.002;NA;1.023;NA
8200;;;;;;No Dam;32;NA;1.05;NA;1.058;NA;1.004;NA;1.002;NA;1.023;NA
8210;;;;;;No Dam;32;NA;1.05;NA;0.927;NA;1.004;NA;1.002;NA;1.023;NA
8220;;;;;;No Dam;32;NA;0.684;NA;0.648;NA;1.005;NA;1.002;NA;1.023;NA
8230;;;;;;No Dam;33;NA;0.684;NA;0.272;NA;1.005;NA;1.002;NA;1.023;NA
8240;;;;;;No Dam;36;NA;0.212;NA;0.205;NA;1.005;NA;1.002;NA;1.023;NA
8250;;;;;;No Dam;39;NA;0.212;NA;0.377;NA;1.005;NA;1.002;NA;1.023;NA
8260;;;;;;No Dam;44;NA;0.25;NA;0.258;NA;1.004;NA;1.002;NA;1.023;NA
8270;;;;;;No Dam;50;NA;0.25;NA;0.29;NA;1.003;NA;1.002;NA;1.023;NA
8280;;;;;;No Dam;49;NA;0.45;NA;0.41;NA;1.003;NA;1.002;NA;1.023;NA
8290;;;;;;No Dam;49;NA;0.45;NA;0.514;NA;1.002;NA;1.002;NA;1.023;NA
8300;;;;;;No Dam;49;NA;0.453;NA;0.454;NA;1.002;NA;1.002;NA;1.023;NA
8310;;;;;;No Dam;48;NA;0.453;NA;0.428;NA;1.002;NA;1.002;NA;1.023;NA
8320;;;;;;No Dam;45;NA;0.504;NA;0.547;NA;1.002;NA;1.002;NA;1.023;NA
8330;;;;;;No Dam;45;NA;0.504;NA;0.689;NA;1.002;NA;1.002;NA;1.023;NA
8340;;;;;;No Dam;45;NA;0.442;NA;0.447;NA;1.002;NA;1.002;NA;1.023;NA
8350;;;;;;No Dam;46;NA;0.442;NA;0.275;NA;1.002;NA;1.002;NA;1.023;NA
8360;;;;;;No Dam;44;NA;0.445;NA;0.45;NA;1.001;NA;1.002;NA;1.023;NA
8370;;;;;;No Dam;42;NA;0.445;NA;0.605;NA;1.001;NA;1.002;NA;1.023;NA
8380;;;;;;No Dam;40;NA;0.624;NA;0.631;NA;1.001;NA;1.001;NA;1.023;NA
8388.941699;;;;;;Ice Dam;39;39;0.624;NA;0.666;NA;1.001;NA;1.001;NA;1.023;NA
8390;;;;;;No Dam;40;NA;0.856;NA;0.892;NA;1;NA;1.001;NA;1.023;NA
8400;dam13;6989677.708;564602.139;70.4;soknaicedamsurvy;No Dam;40;NA;0.856;0.856;0.926;0.926;1.001;1.001;1.001;1.001;1.023;1.23.
8410;;;;;;No Dam;42;NA;0.856;NA;0.877;NA;1.001;NA;1.001;NA;1.023;NA
8420;;;;;;No Dam;42;NA;0.808;NA;0.816;NA;1.001;NA;1.001;NA;1.023;NA
8430;;;;;;No Dam;44;NA;0.808;NA;0.529;NA;1.001;NA;1.001;NA;1.023;NA
8440;;;;;;No Dam;50;NA;0.799;NA;0.774;NA;1.001;NA;1.001;NA;1.023;NA
8450;;;;;;No Dam;51;NA;0.799;NA;0.723;NA;1.001;NA;1.001;NA;1.023;NA
8460;;;;;;No Dam;53;NA;0.4;NA;0.462;NA;1.002;NA;1.001;NA;1.023;NA
8470;;;;;;No Dam;56;NA;0.4;NA;0.433;NA;1.003;NA;1.001;NA;1.023;NA
8480;;;;;;No Dam;57;NA;0.642;NA;0.551;NA;1.003;NA;1.001;NA;1.023;NA
8490;;;;;;No Dam;65;NA;0.642;NA;0.789;NA;1.004;NA;1.001;NA;1.023;NA
8500;;;;;;No Dam;67;NA;0.934;NA;0.853;NA;1.005;NA;1.001;NA;1.023;NA
8510;;;;;;No Dam;63;NA;0.934;NA;1.098;NA;1.006;NA;1.001;NA;1.023;NA
8520;;;;;;No Dam;61;NA;0.936;NA;1.003;NA;1.006;NA;1.003;NA;1.023;NA
8530;;;;;;No Dam;62;NA;0.936;NA;0.81;NA;1.005;NA;1.003;NA;1.023;NA
8540;;;;;;No Dam;61;NA;0.928;NA;0.938;NA;1.005;NA;1.003;NA;1.023;NA
8550;;;;;;No Dam;40;NA;0.928;NA;1.181;NA;1.006;NA;1.003;NA;1.023;NA
8560;;;;;;No Dam;36;NA;1.661;NA;1.678;NA;1.006;NA;1.003;NA;1.023;NA
8564.169611;;;;;;Ice Dam;34;34;1.661;NA;1.872;NA;1.005;NA;1.003;NA;1.023;NA
8570;;;;;;No Dam;32;NA;1.971;NA;1.908;NA;1.003;NA;1.003;NA;1.023;NA
8580;dam12;6989745.397;564756.983;67.045;soknaicedamsurvy;No Dam;42;NA;1.971;1.971;1.144;1.144;1.003;1.003;1.003;1.003;1.023;1.23.
8590;;;;;;No Dam;33;NA;1.971;NA;1.149;NA;1.002;NA;1.003;NA;1.023;NA
8600;;;;;;No Dam;28;NA;0.07;NA;0.07;NA;1.002;NA;1.003;NA;1.023;NA
8610;;;;;;No Dam;30;NA;0.07;NA;0.07;NA;1.002;NA;1.003;NA;1.023;NA
8620;;;;;;No Dam;34;NA;0.056;NA;0.056;NA;1.002;NA;1.003;NA;1.023;NA
8630;;;;;;No Dam;40;NA;0.056;NA;0.033;NA;1.002;NA;1.003;NA;1.023;NA
8640;;;;;;No Dam;43;NA;0.041;NA;0.037;NA;1.002;NA;1.003;NA;1.023;NA
8650;;;;;;No Dam;60;NA;0.041;NA;0.097;NA;1.002;NA;1.003;NA;1.023;NA
8660;;;;;;No Dam;59;NA;0.078;NA;0.078;NA;1.006;NA;1.026;NA;1.023;NA
8670;;;;;;No Dam;63;NA;0.078;NA;0.214;NA;1.016;NA;1.026;NA;1.023;NA
8680;;;;;;No Dam;63;NA;0.107;NA;0.107;NA;1.022;NA;1.026;NA;1.023;NA
8690;;;;;;No Dam;66;NA;0.107;NA;0.011;NA;1.024;NA;1.026;NA;1.023;NA
8700;;;;;;No Dam;64;NA;0.071;NA;0.071;NA;1.025;NA;1.026;NA;1.023;NA
8710;;;;;;No Dam;64;NA;0.071;NA;0.379;NA;1.025;NA;1.026;NA;1.023;NA
8720;;;;;;No Dam;64;NA;0.68;NA;0.666;NA;1.026;NA;1.026;NA;1.023;NA
8730;;;;;;No Dam;57;NA;0.68;NA;0.787;NA;1.025;NA;1.026;NA;1.009;NA
8731.062038;;;;;;Ice Dam;57;57;0.969;NA;0.992;NA;1.023;NA;1.026;NA;1.009;NA
8740;;;;;;No Dam;56;NA;1.518;NA;1.391;NA;1.021;NA;1.026;NA;1.009;NA
8750;dam10;6989779.178;564923.331;67.916;soknaicedamsurvy;No Dam;53;NA;1.518;1.518;1.321;1.321;1.021;1.021;1.026;1.026;1.009;1.9.
8760;;;;;;No Dam;51;NA;1.518;NA;1.529;NA;1.019;NA;1.026;NA;1.009;NA
8770;;;;;;No Dam;50;NA;0.928;NA;1.587;NA;1.016;NA;1.026;NA;1.009;NA
8780;;;;;;No Dam;47;NA;0.928;NA;0.927;NA;1.013;NA;1.026;NA;1.009;NA
8790;;;;;;No Dam;47;NA;0.804;NA;0.713;NA;1.009;NA;1.026;NA;1.009;NA
8800;;;;;;No Dam;45;NA;0.804;NA;0.803;NA;1.006;NA;1.002;NA;1.009;NA
8801.850525;;;;;;Ice Dam;45;45;0.795;NA;0.919;NA;1.004;NA;1.002;NA;1.009;NA
8810;;;;;;No Dam;44;NA;0.795;NA;0.795;NA;1.002;NA;1.002;NA;1.009;NA
8820;dam9;6989804.205;564986.517;65.89;soknaicedamsurvy;No Dam;44;NA;0.795;0.795;0.862;0.862;1.002;1.002;1.002;1.002;1.009;1.9.
8830;;;;;;No Dam;45;NA;1.612;NA;0.798;NA;1.001;NA;1.002;NA;1.009;NA
8840;;;;;;No Dam;44;NA;1.612;NA;1.626;NA;1.001;NA;1.002;NA;1.009;NA
8850;;;;;;No Dam;44;NA;1.182;NA;1.64;NA;1.001;NA;1.002;NA;1.009;NA
8860;;;;;;No Dam;44;NA;1.182;NA;1.272;NA;1.002;NA;1.002;NA;1.009;NA
8870;;;;;;No Dam;44;NA;0.079;NA;0.492;NA;1.002;NA;1.002;NA;1.009;NA
8880;;;;;;No Dam;45;NA;0.079;NA;0.08;NA;1.002;NA;1.002;NA;1.009;NA
8890;;;;;;No Dam;46;NA;0.235;NA;0.044;NA;1.002;NA;1.002;NA;1.009;NA
8900;;;;;;No Dam;47;NA;0.235;NA;0.237;NA;1.002;NA;1.002;NA;1.009;NA
8910;;;;;;No Dam;47;NA;0.186;NA;0.249;NA;1.002;NA;1.002;NA;1.009;NA
8920;;;;;;No Dam;48;NA;0.186;NA;0.159;NA;1.002;NA;1.002;NA;1.009;NA
8930;;;;;;No Dam;48;NA;0.305;NA;0.196;NA;1.002;NA;1.002;NA;1.009;NA
8940;;;;;;No Dam;47;NA;0.305;NA;0.336;NA;1.002;NA;1.002;NA;1.009;NA
8950;;;;;;No Dam;46;NA;0.582;NA;0.581;NA;1.001;NA;1.002;NA;1.005;NA
8960;;;;;;No Dam;48;NA;0.582;NA;0.382;NA;1.001;NA;1.002;NA;1.005;NA
8970;;;;;;No Dam;52;NA;0.149;NA;0.217;NA;1.001;NA;1.002;NA;1.005;NA
8980;;;;;;No Dam;53;NA;0.149;NA;0.02;NA;1.001;NA;1.002;NA;1.005;NA
8990;;;;;;No Dam;54;NA;0.315;NA;0.223;NA;1.001;NA;1.002;NA;1.005;NA
9000;;;;;;No Dam;56;NA;0.315;NA;0.318;NA;1.002;NA;1.002;NA;1.005;NA
9010;;;;;;No Dam;57;NA;0.241;NA;0.119;NA;1.002;NA;1.002;NA;1.005;NA
9020;;;;;;No Dam;58;NA;0.241;NA;0.244;NA;1.002;NA;1.002;NA;1.005;NA
9030;;;;;;No Dam;60;NA;0.346;NA;0.479;NA;1.002;NA;1.002;NA;1.005;NA
9040;;;;;;No Dam;60;NA;0.346;NA;0.469;NA;1.003;NA;1.002;NA;1.005;NA
9050;;;;;;No Dam;60;NA;0.493;NA;0.407;NA;1.003;NA;1.002;NA;1.005;NA
9060;;;;;;No Dam;59;NA;0.493;NA;0.486;NA;1.003;NA;1.002;NA;1.005;NA
9070;;;;;;No Dam;59;NA;0.371;NA;0.661;NA;1.003;NA;1.002;NA;1.005;NA
9080;;;;;;No Dam;58;NA;0.371;NA;0.225;NA;1.002;NA;1.001;NA;1.005;NA
9090;;;;;;No Dam;57;NA;0.276;NA;0.14;NA;1.002;NA;1.001;NA;1.005;NA
9100;;;;;;No Dam;57;NA;0.276;NA;0.277;NA;1.002;NA;1.001;NA;1.005;NA
9110;;;;;;No Dam;57;NA;1.345;NA;1.147;NA;1.001;NA;1.001;NA;1.005;NA
9120;;;;;;No Dam;55;NA;1.345;NA;1.312;NA;1.001;NA;1.001;NA;1.005;NA
9130;;;;;;No Dam;53;NA;1.36;NA;1.327;NA;1.001;NA;1.001;NA;1.005;NA
9135.690607;;;;;;Ice Dam;53;53;1.36;NA;1.795;NA;1.001;NA;1.001;NA;1.005;NA
9140;;;;;;No Dam;52;NA;1.13;NA;1.289;NA;1.001;NA;1.001;NA;1.005;NA
9150;dam8;6989910.99;565301.592;64.16;soknaicedamsurvy;No Dam;50;NA;1.13;1.13;1.28;1.28;1.001;1.001;1.001;1.001;1.005;1.5.
9160;;;;;;No Dam;50;NA;1.13;NA;0.747;NA;1.001;NA;1.001;NA;1.005;NA
9163.245977;;;;;;Ice Dam;49;49;0.505;NA;0.739;NA;1.002;NA;1.001;NA;1.005;NA
9170;;;;;;No Dam;49;NA;0.505;NA;0.508;NA;1.003;NA;1.001;NA;1.005;NA
9180;dam7;6989920.622;565327.521;63.977;soknaicedamsurvy;No Dam;49;NA;0.505;0.505;0.089;0.089;1.003;1.003;1.001;1.001;1.005;1.5.
9190;;;;;;No Dam;50;NA;1.12;NA;0.951;NA;1.005;NA;1.001;NA;1.005;NA
9197.167055;;;;;;Ice Dam;49;49;1.12;NA;1.276;NA;1.009;NA;1.001;NA;1.005;NA
9200;;;;;;No Dam;49;NA;0.498;NA;0.6;NA;1.012;NA;1.001;NA;1.005;NA
9210;dam6;6989933.93;565356.363;64.403;soknaicedamsurvy;No Dam;49;NA;0.498;0.498;0.285;0.285;1.013;1.013;1.044;1.044;1.074;1.74.
9220;;;;;;No Dam;49;NA;0.498;NA;0.351;NA;1.015;NA;1.044;NA;1.074;NA
9230;;;;;;No Dam;49;NA;0.437;NA;0.679;NA;1.023;NA;1.044;NA;1.074;NA
9240;;;;;;No Dam;49;NA;0.437;NA;0.492;NA;1.027;NA;1.044;NA;1.074;NA
9250;;;;;;No Dam;48;NA;0.533;NA;0.414;NA;1.029;NA;1.044;NA;1.074;NA
9260;;;;;;No Dam;47;NA;0.533;NA;0.538;NA;1.036;NA;1.044;NA;1.074;NA
9270;;;;;;No Dam;47;NA;1.125;NA;0.622;NA;1.042;NA;1.044;NA;1.074;NA
9280;;;;;;No Dam;47;NA;1.125;NA;1.112;NA;1.045;NA;1.044;NA;1.074;NA
9290;;;;;;No Dam;48;NA;0.986;NA;1.495;NA;1.052;NA;1.044;NA;1.074;NA
9292.620808;;;;;;Ice Dam;48;48;0.986;NA;0.961;NA;1.055;NA;1.044;NA;1.074;NA
9300;;;;;;No Dam;48;NA;1.193;NA;0.947;NA;1.054;NA;1.044;NA;1.074;NA
9310;icedam4;6989955.52;565441.816;64.923;soknaicedamsurvy;No Dam;48;NA;1.193;1.193;1.008;1.008;1.054;1.054;1.044;1.044;1.074;1.74.
9320;;;;;;No Dam;48;NA;1.193;NA;1.193;NA;1.05;NA;1.044;NA;1.074;NA
9330;;;;;;No Dam;47;NA;0.717;NA;0.795;NA;1.045;NA;1.044;NA;1.074;NA
9340;;;;;;No Dam;45;NA;0.717;NA;0.773;NA;1.04;NA;1.044;NA;1.074;NA
9350;;;;;;No Dam;40;NA;2.66;NA;1.58;NA;1.031;NA;1.059;NA;1.074;NA
9356.255218;;;;;;Ice Dam;38;38;2.66;NA;2.543;NA;1.021;NA;1.059;NA;1.074;NA
9360;;;;;;No Dam;37;NA;2.244;NA;1.88;NA;1.019;NA;1.059;NA;1.074;NA
9370;icedamc2;6989924.131;565493.036;63.932;soknaicedamsurvy;No Dam;33;NA;2.244;2.244;2.777;2.777;1.019;1.019;1.059;1.059;1.074;1.74.
9380;;;;;;No Dam;29;NA;2.244;NA;2.2;NA;1.019;NA;1.059;NA;1.074;NA
9387.228882;;;;;;Ice Dam;27;27;0.767;NA;2.239;NA;1.018;NA;1.059;NA;1.057;NA
9390;;;;;;No Dam;27;NA;0.767;NA;0.774;NA;1.027;NA;1.059;NA;1.057;NA
9400;icedam1;6989896.707;565512.668;63.234;soknaicedamsurvy;No Dam;28;NA;0.767;0.767;0.682;0.682;1.038;1.038;1.059;1.059;1.057;1.57.
9410;;;;;;No Dam;32;NA;NA;NA;0.821;NA;1.044;NA;1.059;NA;1.057;NA
9420;;;;;;No Dam;29;NA;NA;NA;NA;NA;1.059;NA;1.059;NA;1.057;NA.
9430;;;;;;No Dam;29;NA;NA;NA;NA;NA;1.061;NA;1.059;NA;1.057;NA.
9440;;;;;;No Dam;36;NA;NA;NA;NA;NA;1.06;NA;1.059;NA;1.057;NA.
9450;;;;;;No Dam;42;NA;0.125;NA;NA;NA;1.059;NA;1.059;NA;1.057;NA
9460;;;;;;No Dam;40;NA;0.125;NA;0.129;NA;1.055;NA;1.059;NA;1.057;NA
;;;;;;;;;0.128;NA;0.121;NA;1.049;NA;1.059;NA;1.057;NA
;;;;;;;;;0.128;NA;0.137;NA;1.041;NA;1.059;NA;1.057;NA
